263,"Porter, Mr. Walter Chamberlain"
264,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)"
265,"Reuchlin, Jonkheer. John George"
267,"Ringhini, Mr. Sante"
269,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)"
270,"Roebling, Mr. Washington Augustus II"
271,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")"
273,"Rosenbaum, Miss. Edith Louise"
274,"Rosenshine, Mr. George (""Mr George Thorne"")"
275,"Ross, Mr. John Hugo"
276,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)"
277,"Rothschild, Mr. Martin"
278,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)"
279,"Rowe, Mr. Alfred G"
280,"Ryerson, Master. John Borie"
281,"Ryerson, Miss. Emily Borie"
282,"Ryerson, Miss. Susan Parker ""Suzette"""
283,"Ryerson, Mr. Arthur Larned"
284,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)"
286,"Sagesser, Mlle. Emma"
288,"Schabert, Mrs. Paul (Emma Mock)"
289,"Serepeca, Miss. Augusta"
290,"Seward, Mr. Frederic Kimber"
291,"Shutes, Miss. Elizabeth W"
292,"Silverthorne, Mr. Spencer Victor"
293,"Silvey, Mr. William Baird"
294,"Silvey, Mrs. William Baird (Alice Munger)"
295,"Simonius-Blumer, Col. Oberst Alfons"
296,"Sloper, Mr. William Thompson"
297,"Smart, Mr. John Montgomery"
298,"Smith, Mr. James Clinch"
299,"Smith, Mr. Lucien Philip"
301,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)"
302,"Snyder, Mr. John Pillsbury"
303,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)"
304,"Spedden, Master. Robert Douglas"
305,"Spedden, Mr. Frederic Oakley"
306,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)"
307,"Spencer, Mr. William Augustus"
309,"Stahelin-Maeglin, Dr. Max"
310,"Stead, Mr. William Thomas"
311,"Stengel, Mr. Charles Emil Henry"
312,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)"
313,"Stephenson, Mrs. Walter Bertram (Martha Eustis)"
316,"Straus, Mr. Isidor"
317,"Straus, Mrs. Isidor (Rosalie Ida Blun)"
318,"Sutton, Mr. Frederick"
319,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)"
320,"Taussig, Miss. Ruth"
321,"Taussig, Mr. Emil"
322,"Taussig, Mrs. Emil (Tillie Mandelbaum)"
323,"Taylor, Mr. Elmer Zebley"
325,"Thayer, Mr. John Borland"
326,"Thayer, Mr. John Borland Jr"
327,"Thayer, Mrs. John Borland (Marian Longstreth Morris)"
329,"Tucker, Mr. Gilbert Milligan Jr"
330,"Uruchurtu, Don. Manuel E"
331,"Van der hoef, Mr. Wyckoff"
332,"Walker, Mr. William Anderson"
333,"Ward, Miss. Anna"
334,"Warren, Mr. Frank Manley"
335,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)"
336,"Weir, Col. John"
337,"White, Mr. Percival Wayland"
338,"White, Mr. Richard Frasar"
339,"White, Mrs. John Stuart (Ella Holmes)"
340,"Wick, Miss. Mary Natalie"
341,"Wick, Mr. George Dennick"
342,"Wick, Mrs. George Dennick (Mary Hitchcock)"
343,"Widener, Mr. George Dunton"
344,"Widener, Mr. Harry Elkins"
345,"Widener, Mrs. George Dunton (Eleanor Elkins)"
346,"Willard, Miss. Constance"
347,"Williams, Mr. Charles Duane"
348,"Williams, Mr. Richard Norris II"
350,"Wilson, Miss. Helen Alice"
352,"Abelson, Mr. Samuel"
353,"Abelson, Mrs. Samuel (Hannah Wizosky)"
354,"Aldworth, Mr. Charles Augustus"
355,"Andrew, Mr. Edgardo Samuel"
356,"Andrew, Mr. Frank Thomas"
357,"Angle, Mr. William A"
358,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)"
359,"Ashby, Mr. John"
360,"Bailey, Mr. Percy Andrew"
361,"Baimbrigge, Mr. Charles Robert"
362,"Ball, Mrs. (Ada E Hall)"
363,"Banfield, Mr. Frederick James"
364,"Bateman, Rev. Robert James"
365,"Beane, Mr. Edward"
366,"Beane, Mrs. Edward (Ethel Clarke)"
367,"Beauchamp, Mr. Henry James"
368,"Brown, Miss. Amelia ""Mildred"""
369,"Brown, Miss. Edith Eileen"
370,"Brown, Mr. Thomas William Solomon"
371,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)"
372,"Bryhl, Miss. Dagmar Jenny Ingeborg "
373,"Bryhl, Mr. Kurt Arnold Gottfrid"
374,"Buss, Miss. Kate"
375,"Butler, Mr. Reginald Fenton"
376,"Byles, Rev. Thomas Roussel Davids"
377,"Bystrom, Mrs. (Karolina)"
378,"Caldwell, Master. Alden Gates"
379,"Caldwell, Mr. Albert Francis"
380,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)"
381,"Cameron, Miss. Clear Annie"
383,"Carbines, Mr. William"
384,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)"
385,"Carter, Rev. Ernest Courtenay"
386,"Chapman, Mr. Charles Henry"
387,"Chapman, Mr. John Henry"
388,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)"
389,"Christy, Miss. Julie Rachel"
390,"Christy, Mrs. (Alice Frances)"
391,"Clarke, Mr. Charles Valentine"
392,"Clarke, Mrs. Charles V (Ada Maria Winfield)"
393,"Coleridge, Mr. Reginald Charles"
394,"Collander, Mr. Erik Gustaf"
395,"Collett, Mr. Sidney C Stuart"
396,"Collyer, Miss. Marjorie ""Lottie"""
397,"Collyer, Mr. Harvey"
398,"Collyer, Mrs. Harvey (Charlotte Annie Tate)"
399,"Cook, Mrs. (Selena Rogers)"
400,"Corbett, Mrs. Walter H (Irene Colvin)"
402,"Cotterill, Mr. Henry ""Harry"""
404,"Davies, Master. John Morgan Jr"
405,"Davies, Mr. Charles Henry"
406,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) "
407,"Davis, Miss. Mary"
408,"de Brito, Mr. Jose Joaquim"
409,"Deacon, Mr. Percy William"
410,"del Carlo, Mr. Sebastiano"
411,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)"
412,"Denbury, Mr. Herbert"
413,"Dibden, Mr. William"
414,"Doling, Miss. Elsie"
415,"Doling, Mrs. John T (Ada Julia Bone)"
416,"Downton, Mr. William James"
417,"Drew, Master. Marshall Brines"
418,"Drew, Mr. James Vivian"
419,"Drew, Mrs. James Vivian (Lulu Thorne Christian)"
420,"Duran y More, Miss. Asuncion"
421,"Duran y More, Miss. Florentina"
422,"Eitemiller, Mr. George Floyd"
423,"Enander, Mr. Ingvar"
424,"Fahlstrom, Mr. Arne Jonas"
425,"Faunthorpe, Mr. Harry"
426,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)"
427,"Fillbrook, Mr. Joseph Charles"
428,"Fox, Mr. Stanley Hubert"
430,"Funk, Miss. Annie Clemmer"
431,"Fynney, Mr. Joseph J"
432,"Gale, Mr. Harry"
433,"Gale, Mr. Shadrach"
434,"Garside, Miss. Ethel"
435,"Gaskell, Mr. Alfred"
436,"Gavey, Mr. Lawrence"
437,"Gilbert, Mr. William"
438,"Giles, Mr. Edgar"
439,"Giles, Mr. Frederick Edward"
440,"Giles, Mr. Ralph"
441,"Gill, Mr. John William"
442,"Gillespie, Mr. William Henry"
443,"Givard, Mr. Hans Kristensen"
444,"Greenberg, Mr. Samuel"
445,"Hale, Mr. Reginald"
446,"Hamalainen, Master. Viljo"
447,"Hamalainen, Mrs. William (Anna)"
448,"Harbeck, Mr. William H"
449,"Harper, Miss. Annie Jessie ""Nina"""
450,"Harper, Rev. John"
451,"Harris, Mr. George"
452,"Harris, Mr. Walter"
453,"Hart, Miss. Eva Miriam"
454,"Hart, Mr. Benjamin"
455,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)"
456,"Herman, Miss. Alice"
457,"Herman, Miss. Kate"
458,"Herman, Mr. Samuel"
459,"Herman, Mrs. Samuel (Jane Laver)"
460,"Hewlett, Mrs. (Mary D Kingcome) "
461,"Hodges, Mr. Henry Price"
462,"Hold, Mr. Stephen"
463,"Hold, Mrs. Stephen (Annie Margaret Hill)"
464,"Hood, Mr. Ambrose Jr"
465,"Hosono, Mr. Masabumi"
466,"Howard, Mr. Benjamin"
467,"Howard, Mrs. Benjamin (Ellen Truelove Arman)"
468,"Hunt, Mr. George Henry"
469,"Ilett, Miss. Bertha"
470,"Jacobsohn, Mr. Sidney Samuel"
471,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)"
472,"Jarvis, Mr. John Denzil"
473,"Jefferys, Mr. Clifford Thomas"
474,"Jefferys, Mr. Ernest Wilfred"
475,"Jenkin, Mr. Stephen Curnow"
476,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)"
477,"Kantor, Mr. Sinai"
478,"Kantor, Mrs. Sinai (Miriam Sternin)"
479,"Karnes, Mrs. J Frank (Claire Bennett)"
481,"Keane, Mr. Daniel"
482,"Kelly, Mrs. Florence ""Fannie"""
483,"Kirkland, Rev. Charles Leonard"
485,"Kvillner, Mr. Johan Henrik Johannesson"
486,"Lahtinen, Mrs. William (Anna Sylfven)"
487,"Lahtinen, Rev. William"
489,"Laroche, Miss. Louise"
490,"Laroche, Miss. Simonne Marie Anne Andree"
491,"Laroche, Mr. Joseph Philippe Lemercier"
492,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)"
493,"Lehmann, Miss. Bertha"
495,"Lemore, Mrs. (Amelia Milley)"
496,"Levy, Mr. Rene Jacques"
497,"Leyson, Mr. Robert William Norman"
498,"Lingane, Mr. John"
499,"Louch, Mr. Charles Alexander"
500,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)"
501,"Mack, Mrs. (Mary)"
504,"Matthews, Mr. William John"
505,"Maybery, Mr. Frank Hubert"
506,"McCrae, Mr. Arthur Gordon"
507,"McCrie, Mr. James Matthew"
508,"McKane, Mr. Peter David"
509,"Mellinger, Miss. Madeleine Violet"
510,"Mellinger, Mrs. (Elizabeth Anne Maidment)"
511,"Mellors, Mr. William John"
512,"Meyer, Mr. August"
513,"Milling, Mr. Jacob Christian"
514,"Mitchell, Mr. Henry Michael"
515,"Montvila, Rev. Juozas"
516,"Moraweck, Dr. Ernest"
517,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")"
518,"Mudd, Mr. Thomas Charles"
519,"Myles, Mr. Thomas Francis"
520,"Nasser, Mr. Nicholas"
521,"Nasser, Mrs. Nicholas (Adele Achem)"
522,"Navratil, Master. Edmond Roger"
523,"Navratil, Master. Michel M"
524,"Navratil, Mr. Michel (""Louis M Hoffman"")"
525,"Nesson, Mr. Israel"
526,"Nicholls, Mr. Joseph Charles"
527,"Norman, Mr. Robert Douglas"
528,"Nourney, Mr. Alfred (""Baron von Drachstedt"")"
529,"Nye, Mrs. (Elizabeth Ramell)"
530,"Otter, Mr. Richard"
531,"Oxenham, Mr. Percy Thomas"
533,"Pain, Dr. Alfred"
534,"Pallas y Castello, Mr. Emilio"
535,"Parker, Mr. Clifford Richard"
537,"Parrish, Mrs. (Lutie Davis)"
538,"Pengelly, Mr. Frederick William"
540,"Peruschitz, Rev. Joseph Maria"
541,"Phillips, Miss. Alice Frances Louisa"
542,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")"
543,"Phillips, Mr. Escott Robert"
544,"Pinsky, Mrs. (Rosa)"
545,"Ponesell, Mr. Martin"
546,"Portaluppi, Mr. Emilio Ilario Giuseppe"
547,"Pulbaum, Mr. Franz"
548,"Quick, Miss. Phyllis May"
549,"Quick, Miss. Winifred Vera"
550,"Quick, Mrs. Frederick Charles (Jane Richards)"
551,"Reeves, Mr. David"
552,"Renouf, Mr. Peter Henry"
553,"Renouf, Mrs. Peter Henry (Lillian Jefferys)"
554,"Reynaldo, Ms. Encarnacion"
555,"Richard, Mr. Emile"
556,"Richards, Master. George Sibley"
557,"Richards, Master. William Rowe"
558,"Richards, Mrs. Sidney (Emily Hocking)"
559,"Ridsdale, Miss. Lucy"
560,"Rogers, Mr. Reginald Harry"
561,"Rugg, Miss. Emily"
562,"Schmidt, Mr. August"
563,"Sedgwick, Mr. Charles Frederick Waddington"
564,"Sharp, Mr. Percival James R"
565,"Shelley, Mrs. William (Imanita Parrish Hall)"
566,"Silven, Miss. Lyyli Karoliina"
567,"Sincock, Miss. Maude"
568,"Sinkkonen, Miss. Anna"
569,"Sjostedt, Mr. Ernst Adolf"
570,"Slayter, Miss. Hilda Mary"
571,"Slemen, Mr. Richard James"
572,"Smith, Miss. Marion Elsie"
573,"Sobey, Mr. Samuel James Hayden"
574,"Stanton, Mr. Samuel Ward"
575,"Stokes, Mr. Philip Joseph"
576,"Swane, Mr. George"
577,"Sweet, Mr. George Frederick"
578,"Toomey, Miss. Ellen"
579,"Troupiansky, Mr. Moses Aaron"
580,"Trout, Mrs. William H (Jessie L)"
581,"Troutt, Miss. Edwina Celia ""Winnie"""
582,"Turpin, Mr. William John Robert"
583,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)"
584,"Veal, Mr. James"
585,"Walcroft, Miss. Nellie"
586,"Ware, Mr. John James"
587,"Ware, Mr. William Jeffery"
588,"Ware, Mrs. John James (Florence Louise Long)"
590,"Watt, Miss. Bertha J"
591,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)"
592,"Webber, Miss. Susan"
593,"Weisz, Mr. Leopold"
594,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)"
595,"Wells, Master. Ralph Lester"
596,"Wells, Miss. Joan"
597,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)"
598,"West, Miss. Barbara J"
599,"West, Miss. Constance Mirium"
600,"West, Mr. Edwy Arthur"
601,"West, Mrs. Edwy Arthur (Ada Mary Worth)"
602,"Wheadon, Mr. Edward H"
604,"Wilhelms, Mr. Charles"
606,"Wright, Miss. Marion"
607,"Yrois, Miss. Henriette (""Mrs Harbeck"")"
608,"Abbing, Mr. Anthony"
609,"Abbott, Master. Eugene Joseph"
610,"Abbott, Mr. Rossmore Edward"
611,"Abbott, Mrs. Stanton (Rosa Hunt)"
612,"Abelseth, Miss. Karen Marie"
613,"Abelseth, Mr. Olaus Jorgensen"
614,"Abrahamsson, Mr. Abraham August Johannes"
615,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)"
616,"Adahl, Mr. Mauritz Nils Martin"
617,"Adams, Mr. John"
618,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)"
619,"Aks, Master. Philip Frank"
620,"Aks, Mrs. Sam (Leah Rosen)"
621,"Albimona, Mr. Nassef Cassem"
622,"Alexander, Mr. William"
623,"Alhomaki, Mr. Ilmari Rudolf"
624,"Andersson, Master. Sigvard Harald Elias"
625,"Andersson, Miss. Ebba Iris Alfrida"
626,"Andersson, Miss. Ellis Anna Maria"
627,"Andersson, Miss. Erna Alexandra"
628,"Andersson, Miss. Ida Augusta Margareta"
629,"Andersson, Miss. Ingeborg Constanzia"
630,"Andersson, Miss. Sigrid Elisabeth"
631,"Andersson, Mr. Anders Johan"
632,"Andersson, Mr. August Edvard (""Wennerstrom"")"
633,"Andersson, Mr. Johan Samuel"
634,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)"
635,"Andreasson, Mr. Paul Edvin"
636,"Angheloff, Mr. Minko"
637,"Arnold-Franchi, Mr. Josef"
638,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)"
639,"Aronsson, Mr. Ernst Axel Algot"
640,"Asim, Mr. Adola"
641,"Asplund, Master. Carl Edgar"
642,"Asplund, Master. Clarence Gustaf Hugo"
643,"Asplund, Master. Edvin Rojj Felix"
644,"Asplund, Master. Filip Oscar"
645,"Asplund, Miss. Lillian Gertrud"
646,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson"
647,"Asplund, Mr. Johan Charles"
648,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)"
649,"Assaf Khalil, Mrs. Mariana (""Miriam"")"
650,"Assaf, Mr. Gerios"
651,"Assam, Mr. Ali"
652,"Attalah, Miss. Malake"
653,"Attalah, Mr. Sleiman"
654,"Augustsson, Mr. Albert"
655,"Ayoub, Miss. Banoura"
656,"Baccos, Mr. Raffull"
657,"Backstrom, Mr. Karl Alfred"
658,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)"
659,"Baclini, Miss. Eugenie"
660,"Baclini, Miss. Helene Barbara"
661,"Baclini, Miss. Marie Catherine"
662,"Baclini, Mrs. Solomon (Latifa Qurban)"
663,"Badman, Miss. Emily Louisa"
664,"Badt, Mr. Mohamed"
665,"Balkic, Mr. Cerin"
666,"Barah, Mr. Hanna Assi"
667,"Barbara, Miss. Saiide"
668,"Barbara, Mrs. (Catherine David)"
669,"Barry, Miss. Julia"
670,"Barton, Mr. David John"
671,"Beavan, Mr. William Thomas"
